talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
2321,How too many rules at work keep you from getting things done,Yves Morieux,2127664,01-07-2015,28-08-2015,TED@BCG London,66,998,"leadership, productivity, work"
2322,How the mysterious dark net is going mainstream,Jamie Bartlett,5594484,16-06-2015,02-09-2015,TEDGlobalLondon,114,855,"Internet, business, crime, economics, privacy, shopping, social media, encryption"
2323,The mathematician who cracked Wall Street,Jim Simons,3064646,17-03-2015,03-09-2015,TED2015,66,1383,"human origins, investment, math, philanthropy, physics"
2324,The way we think about work is broken,Barry Schwartz,3287444,19-03-2014,08-09-2015,TED2014,115,482,"business, economics, happiness, psychology, work, science, TED Books"
2325,What really matters at the end of life,BJ Miller,10712885,20-03-2015,10-09-2015,TED2015,322,1147,"death, global issues, health, health care, life, medicine"
2326,How fear drives American politics,David Rothkopf,1296582,16-03-2015,14-09-2015,TED2015,86,1080,"Foreign Policy, United States, democracy, fear, global issues, government, politics, security, terrorism, war, TED Books"
2327,This tennis icon paved the way for women in sports,Billie Jean King,1038858,28-05-2015,11-09-2015,TEDWomen 2015,23,965,"LGBT, feminism, inequality, interview, social change, sports, women, gender equality"
2328,The story we tell about poverty isn't true,Mia Birdsong,1873679,29-05-2015,15-09-2015,TEDWomen 2015,69,916,"activism, community, economics, inequality, poverty"
2329,Why gender equality is good for everyone — men included,Michael Kimmel,2152514,29-05-2015,16-09-2015,TEDWomen 2015,183,958,"activism, gender, inequality, women, gender equality"
2330,Falling in love is the easy part,Mandy Len Catron,4003824,20-08-2015,17-09-2015,TEDxChapmanU,170,833,"TEDx, love, media, writing"
2331,Why climate change is a threat to human rights,Mary Robinson,1399850,28-05-2015,23-09-2015,TEDWomen 2015,144,1307,"climate change, global issues, humanity, inequality, politics"
2332,How to find work you love,Scott Dinsmore,6602513,10-10-2012,18-09-2015,TEDxGoldenGatePark 2012,282,1067,"TEDx, business, entrepreneur, happiness, work, work-life balance"
2333,"Don't ask where I'm from, ask where I'm a local",Taiye Selasi,3033128,07-10-2014,29-09-2015,TEDGlobal 2014,176,991,"culture, humanity, identity, self, world cultures"
2334,Stunning photos of the endangered Everglades,Mac Stone,1276254,21-03-2015,30-09-2015,TEDxUF,37,1155,"TEDx, activism, animals, nature, photography, birds"
2335,Why public beheadings get millions of views,Frances Larson,1194551,16-06-2015,22-09-2015,TEDGlobalLondon,92,957,"death, global issues, history, online video"
2336,4 powerful poems about Parkinson's and growing older,Robin Morgan,1082225,29-05-2015,25-09-2015,TEDWomen 2015,12,717,"aging, disease, health, personal growth, poetry"
2337,How I stopped the Taliban from shutting down my school,Sakena Yacoobi,1504595,28-05-2015,21-09-2015,TEDWomen 2015,81,1023,"Middle East, activism, education, inequality, women"
2338,How my mind came back to life — and no one knew,Martin Pistorius,2478498,29-08-2015,01-10-2015,TEDxKC,93,848,"TEDx, brain, communication, health, health care, mind, speech"
2339,Climate change is happening. Here's how we adapt,Alice Bows-Larkin,1284367,16-06-2015,05-10-2015,TEDGlobalLondon,175,863,"climate change, energy, green, policy, pollution, science, sustainability, infrastructure, social change, big problems, global issues, future, economics"
2340,Alzheimer's is not normal aging — and we can cure it,Samuel Cohen,2393634,30-06-2015,28-09-2015,TED@BCG London,127,473,"aging, health, medical research, medicine, neuroscience, ""Alzheimers"""
2341,Why some of us don't have one true calling,Emilie Wapnick,7081194,18-04-2015,02-10-2015,TEDxBend,678,746,"TEDx, creativity, curiosity, education, identity, personal growth, work"
2342,You can grow new brain cells. Here's how,Sandrine Thuret,8113594,30-06-2015,08-10-2015,TED@BCG London,211,664,"aging, brain, health, medical research, memory, mental health, mind, neuroscience, science, biology"
2343,"Soon we'll cure diseases with a cell, not a pill",Siddhartha Mukherjee,1574155,18-03-2015,06-10-2015,TED2015,53,1055,"disease, future, health, illness, innovation, medical research, medicine, science, molecular biology, synthetic biology, pharmaceuticals, history, microbes, microbiology, health care, cancer, psychology, physiology, TED Books"
2344,Design at the intersection of technology and biology,Neri Oxman,2463144,19-03-2015,07-10-2015,TED2015,93,1056,"architecture, biology, design, innovation, materials, microbiology, nature, product design, technology, manufacturing, 3D printing"
2345,Home is a song I've always remembered, Teitur,1102240,19-03-2015,09-10-2015,TED2015,38,649,"guitar, live music, music, performance, piano, entertainment"
2346,The future of flying robots,Vijay Kumar,1840290,12-04-2015,13-10-2015,TEDxPenn,41,789,"TEDx, agriculture, computers, design, engineering, robots, science, technology, biomimicry, drones, machine learning, flight, demo, insects, innovation, bees, farming, garden, plants"
2348,How we can make the world a better place by 2030,Michael Green,1885596,29-09-2015,12-10-2015,TEDGlobal>London,98,879,"big problems, economics, future, global issues, goal-setting, policy, statistics, global development"
2349,Why medicine often has dangerous side effects for women,Alyson McGregor,1612761,20-09-2014,14-10-2015,TEDxProvidence,128,929,"TEDx, disease, health, health care, heart health, medical research, medicine, women"
2351,The unexpected beauty of everyday sounds,Meklit Hadero,1141461,28-08-2015,16-10-2015,TED Fellows Retreat 2015,57,783,"TED Fellows, art, creativity, culture, language, music, nature, sound, live music, entertainment"
2352,The secret US prisons you've never heard of before,Will Potter,4598788,28-08-2015,19-10-2015,TED Fellows Retreat 2015,139,895,"TED Fellows, communication, crime, journalism, prison, privacy, criminal justice, justice system"
2353,Two nameless bodies washed up on the beach. Here are their stories,Anders Fjellberg,1319088,29-09-2015,15-10-2015,TEDGlobal>London,48,881,"Europe, Middle East, death, global issues, identity, journalism, war, Syria"
2354,How CRISPR lets us edit our DNA,Jennifer Doudna,2934401,29-09-2015,20-10-2015,TEDGlobal>London,246,953,"genetics, philosophy, science, medicine, bioethics, DNA, future, virus, synthetic biology, molecular biology, innovation, engineering, biotech, medical research, health, technology, software, CRISPR"
2356,An Internet without screens might look like this,Tea Uglow,1726231,20-05-2015,22-10-2015,TEDxSydney,46,503,"humanity, future, invention, happiness, TEDx, technology, design"
2357,The enchanting music of sign language,Christine Sun Kim,1840282,28-08-2015,28-10-2015,TED Fellows Retreat 2015,46,917,"art, composing, communication, sound, language, TED Fellows, music"
2358,A boat carrying 500 refugees sunk at sea. The story of two survivors,Melissa Fleming,1706330,23-05-2015,03-11-2015,TEDxThessaloniki,74,1155,"TEDx, global issues, government, immigration, humanity, Middle East, policy, poverty, society, social change, trafficking, war, Syria"
2359,"Deep under the Earth's surface, discovering beauty and science",Francesco Sauro,1559855,29-09-2015,23-10-2015,TEDGlobal>London,24,877,"adventure, geology, science, environment, exploration, beauty, glacier, biodiversity, science and art, ecology, photography, South America"
2361,How to stay calm when you know you'll be stressed,Daniel Levitin,16058578,29-09-2015,30-10-2015,TEDGlobal>London,152,740,"brain, health, mental health, neuroscience, memory, cognitive science, medicine"
2362,How data from a crisis text line is saving lives,Nancy Lublin,975389,27-05-2015,02-11-2015,TEDWomen 2015,37,579,"activism, big problems, communication, data, society, pain, policy, technology, youth"
2363,How I teach kids to love science,Cesar Harada,1785517,26-08-2015,27-10-2015,TED Fellows Retreat 2015,73,588,"education, environment, design, collaboration, green, global issues, invention, innovation, oceans, water, TED Fellows"
2364,Social services are broken. How we can fix them,Hilary Cottam,788685,29-09-2015,26-10-2015,TEDGlobal>London,83,1015,"big problems, community, social change"
2365,Art that lets you talk back to NSA spies,Mathias Jud,994529,29-09-2015,29-10-2015,TEDGlobal>London,38,776,"art, communication, Europe, government, democracy, Internet, telecom, politics, security, intelligence, technology, surveillance"
2366,A musical escape into a world of light and color,Kaki King,1513582,27-05-2015,06-11-2015,TEDWomen 2015,48,691,"art, music, guitar, performance, live music, creativity, innovation, entertainment"
2367,The coolest animal you know nothing about ... and how we can save it,Patrícia Medici,1446787,26-08-2015,04-11-2015,TED Fellows 2015,70,692,"animals, Brazil, biodiversity, biology, environment, TED Fellows"
2368,Forget Wi-Fi. Meet the new Li-Fi Internet,Harald Haas,2765137,29-09-2015,05-11-2015,TEDGlobal>London,105,444,"communication, demo, design, Internet, innovation, invention, web, infrastructure, solar energy"
2369,The moral bias behind your search results,Andreas Ekström,1558543,29-01-2015,10-11-2015,TEDxOslo,67,558,"TEDx, algorithm, communication, decision-making, society, Google, Internet, software, technology, web, computers"
2370,This is what LGBT life is like around the world,Jenni Chang and Lisa Dazols,2515400,27-05-2015,09-11-2015,TEDWomen 2015,60,710,"LGBT, film, global issues, society, relationships, social change, travel, love, gender equality, Transgender"
2371,Why sneakers are a great investment,Josh Luber,2176492,15-10-2015,16-11-2015,TED@IBM,86,711,"advertising, Brand, economics, data, fashion, investment, shopping, marketing"
2372,How I'm working for change inside my church,Chelsea Shields,1526450,26-08-2015,12-11-2015,TED Fellows Retreat 2015,330,756,"activism, faith, identity, God, inequality, community, personal growth, society, religion, women, feminism, TED Fellows"
2373,What are animals thinking and feeling?,Carl Safina,2363662,10-10-2015,19-11-2015,Mission Blue II,191,1166,"animals, brain, biology, consciousness, cognitive science, mind, evolution, life, mission blue, science, oceans, empathy, neuroscience, mental health, birds, monkeys, fish, conservation, environment, biodiversity, love, marine biology"
2374,The chilling aftershock of a brush with death,Jean-Paul Mari,852585,28-03-2015,13-11-2015,TEDxCannes,53,930,"TEDx, death, military, global issues, pain, iraq, mind, psychology, violence, war, PTSD"
2375,Why great architecture should tell a story,Ole Scheeren,2556456,29-09-2015,14-01-2016,TEDGlobal>London,77,986,"architecture, community, cities, collaboration, creativity, design, engineering, environment, innovation, industrial design, productivity, technology, urban planning, work, public spaces"
2376,The future of news? Virtual reality,Nonny de la Peña,1297446,27-05-2015,17-11-2015,TEDWomen 2015,50,567,"future, invention, innovation, news, media, visualizations, journalism, storytelling, virtual reality"
2377,Why are these 32 symbols found in ancient caves all over Europe?,Genevieve von Petzinger,7115218,26-08-2015,20-11-2015,TED Fellows Retreat 2015,99,725,"art, ancient world, anthropology, history, Europe, humanity, invention, writing, language, science, TED Fellows, communication, science and art, visualizations"
2378,The exhilarating peace of freediving,Guillaume Néry,1065218,16-03-2013,04-12-2015,TEDxToulouse,45,1150,"TEDx, adventure, consciousness, exploration, extreme sports, mind, mindfulness, meditation, oceans, peace"
2379,My country will be underwater soon -- unless we work together,Anote Tong,1135920,10-10-2015,18-11-2015,Mission Blue II,74,1275,"global issues, oceans, mission blue, climate change, science, environment, humanity, policy, pollution, big problems, social change, fish, future, natural disaster"
2380,Why the best hire might not have the perfect resume,Regina Hartley,4143641,02-09-2015,24-11-2015,TED@UPS,180,631,"entrepreneur, failure, mental health, success, goal-setting, women in business, work, decision-making, productivity, personal growth, business, leadership"
2381,"An art made of trust, vulnerability and connection",Marina Abramovi?,2820760,16-03-2015,30-11-2015,TED2015,38,951,"art, collaboration, communication, energy, fear, identity, performance art, society, self, vulnerability"
2382,My year reading a book from every country in the world,Ann Morgan,1710338,29-09-2015,23-11-2015,TEDGlobal>London,81,723,"books, library, goal-setting, literature, personal growth, writing"
2383,How new technology helps blind people explore the world,Chieko Asakawa,1401836,15-10-2015,03-12-2015,TED@IBM,53,569,"communication, AI, demo, future, invention, innovation, interface design, open-source, sight, technology, data, blindness"
2384,The US needs paid family leave -- for the sake of its future,Jessica Shortall,1529637,17-10-2015,02-12-2015,TEDxSMU,227,945,"activism, big problems, economics, future, humanity, family, health, health care, government, parenting, society, social change, work, TEDx, women in business, women"
2385,How we're growing baby corals to rebuild reefs,Kristen Marhaver,908436,10-10-2015,01-12-2015,Mission Blue II,29,826,"animals, biology, environment, climate change, microbiology, mission blue, nature, oceans, science, pollution, water, TED Fellows, marine biology, coral reefs"
2387,The untapped genius that could change science for the better,Jedidah Isler,2041249,26-08-2015,07-12-2015,TED Fellows Retreat 2015,37,822,"TED Fellows, astronomy, future, goal-setting, identity, inequality, physics, potential, race, science, society, space, universe, women"
2388,Forget shopping. Soon you'll download your new clothes,Danit Peleg,1829036,14-11-2015,08-12-2015,TEDYouth 2015,86,380,"TEDYouth, art, business, design, future, fashion, invention, materials, shopping, manufacturing, 3D printing"
2389,The four fish we're overeating -- and what to eat instead,Paul Greenberg,1603482,10-10-2015,14-12-2015,Mission Blue II,71,864,"mission blue, animals, biotech, fish, food, innovation, oceans, science, ecology"
2390,The secrets I find on the mysterious ocean floor,Laura Robinson,1768687,01-12-2014,09-03-2016,TEDxBrussels,35,681,"adventure, animals, ancient world, beauty, biodiversity, biology, chemistry, environment, future, climate change, life, nature, exploration, oceans, water, history, TEDx, science, ecology, coral reefs"
2391,How germs travel on planes -- and how we can stop them,Raymond Wang,1871915,14-11-2015,10-12-2015,TEDYouth 2015,83,388,"TEDYouth, aircraft, bacteria, design, illness, engineering, flight, health, innovation, invention, physics, science, transportation"
2392,A beatboxing lesson from a father-daughter duo, Nicole Paris and Ed Cage,4572080,14-11-2015,11-12-2015,TEDYouth 2015,40,421,"TEDYouth, art, music, performance, family, entertainment, live music"
2393,What happens when a city runs out of room for its dead,Alison Killing,1535646,20-11-2014,16-12-2015,TEDxGroningen,40,529,"TED Fellows, aging, cities, death, humanity, architecture, design, TEDx"
2394,A hilarious celebration of lifelong female friendship,Jane Fonda,3896559,27-05-2015,17-12-2015,TEDWomen 2015,60,944,"women, aging, comedy, humor, humanity, identity, life, interview, personal growth, relationships, self, friendship, gender equality"
2395,"An underwater art museum, teeming with life",Jason deCaires Taylor,1667684,10-10-2015,22-12-2015,Mission Blue II,71,669,"mission blue, art, fish, life, nature, oceans, water, entertainment, design, creativity, ecology, science and art, coral reefs"
2396,Have we reached the end of physics?,Harry Cliff,2631186,08-12-2015,04-01-2016,TEDGlobal>Geneva,183,837,"big bang, dark matter, complexity, exploration, future, innovation, nature, physics, science, space, technology, universe, quantum physics"
2397,Refugees have the right to be protected,António Guterres,1192840,08-12-2015,18-12-2015,TEDGlobal>Geneva,99,1194,"Europe, future, government, global issues, immigration, humanity, interview, policy, society, social change, terrorism"
2398,Governments don't understand cyber warfare. We need hackers,Rodrigo Bijou,1404082,16-06-2015,21-12-2015,TEDGlobal>London,41,568,"activism, computers, communication, data, future, government, military, policy, security, terrorism, technology, violence, war, web, Internet, surveillance, encryption"
2399,What makes a good life? Lessons from the longest study on happiness,Robert Waldinger,32396714,14-11-2015,23-12-2015,TEDxBeaconStreet,884,766,"TEDx, aging, data, health, humanity, life, happiness, relationships, society, time, work-life balance, friendship"
2400,Let's design social media that drives real change,Wael Ghonim,1627617,08-12-2015,13-01-2016,TEDGlobal>Geneva,72,814,"activism, big problems, collaboration, communication, computers, democracy, Egypt, entrepreneur, government, innovation, Internet, media, Middle East, politics, social media, social change, society, state-building, web"
2401,How frustration can make us more creative,Tim Harford,3955742,29-09-2015,11-01-2016,TEDGlobal>London,63,932,"cognitive science, collaboration, composing, creativity, innovation, music, potential, success, work, psychology"
2402,How we'll find life on other planets,Aomawa Shields,1743828,16-03-2015,06-01-2016,TED2015,100,325,"TED Fellows, astronomy, children, computers, education, exploration, extraterrestrial life, future, life, Planets, space, technology, universe, women, art, telescopes, astrobiology"
2403,How to use data to make a hit TV show,Sebastian Wernicke,1638129,18-06-2015,05-01-2016,TEDxCambridge,52,745,"TEDx, algorithm, brain, decision-making, intelligence, media, data, technology, television"
2404,4 ways we can avoid a catastrophic drought,David Sedlak,1157190,17-09-2015,07-01-2016,TEDxMarin,50,817,"TEDx, chemistry, climate change, design, engineering, environment, future, global issues, industrial design, innovation, public health, sustainability, urban planning, water, population, infrastructure"
2405,This is what happens when you reply to spam email,James Veitch,56932551,08-12-2015,08-01-2016,TEDGlobal>Geneva,257,588,"comedy, curiosity, communication, humor, technology"
2406,"I love being a police officer, but we need reform",Melvin Russell,1135632,25-09-2015,12-01-2016,TEDxMidAtlantic,135,787,"TEDx, big problems, community, crime, faith, law, peace, policy, security, society, violence, justice system"
2407,How I turned a deadly plant into a thriving business,Achenyo Idachaba,1844561,27-05-2015,21-01-2016,TEDWomen 2015,59,437,"Africa, agriculture, business, botany, creativity, environment, innovation, green, materials, nature, product design, potential, sustainability, water, women in business, plants"
2409,The mysterious world of underwater caves,Jill Heinerth,1929746,14-11-2015,15-01-2016,TEDYouth 2015,25,409,"TEDYouth, adventure, climate change, curiosity, environment, robots, exploration, nature, science, technology, water, plants, green, ecology, sustainability"
2410,Shape-shifting tech will change work as we know it,Sean Follmer,1546614,09-10-2015,09-02-2016,TEDxCERN,66,562,"collaboration, computers, design, creativity, engineering, industrial design, invention, innovation, potential, materials, future, product design, TEDx, technology"
2411,Can a computer write poetry?,Oscar Schwartz,883388,20-05-2015,20-01-2016,TEDxYouth@Sydney,97,656,"TEDx, algorithm, composing, creativity, computers, identity, language, literature, technology, poetry, TEDYouth, writing, AI"
2412,How we can make crops survive without water,Jill Farrant,1573367,08-12-2015,19-01-2016,TEDGlobal>Geneva,55,836,"Africa, agriculture, bioethics, biology, biotech, chemistry, botany, environment, food, genetics, garden, global issues, microbiology, potential, nature, science, sustainability, water, weather, climate change, plants"
2413,Capitalism will eat democracy -- unless we speak up,Yanis Varoufakis,2975357,08-12-2015,25-01-2016,TEDGlobal>Geneva,325,1191,"activism, big problems, economics, democracy, business, finance, global issues, investment, government, politics, Europe, society, capitalism, money, United States"
2414,Glow-in-the-dark sharks and other stunning sea creatures,David Gruber,2367600,10-10-2015,26-01-2016,Mission Blue II,31,834,"adventure, biodiversity, beauty, exploration, biology, mission blue, environment, fish, nature, photography, science, neuroscience, submarine, water, oceans, life, marine biology"
2415,The unheard story of the Sistine Chapel,Elizabeth Lev,1753672,08-12-2015,22-01-2016,TEDGlobal>Geneva,46,1053,"Christianity, creativity, beauty, culture, history, God, museums, painting, visualizations, religion, art"
2416,Should you be able to patent a human gene?,Tania Simoncelli,1134806,15-11-2014,27-01-2016,TEDxAmoskeagMillyard,73,1085,"activism, biotech, genetics, cancer, Debate, government, health, law, health care, medical research, nature, medicine, policy, public health, society, science, technology, TEDx, innovation, pharmaceuticals"
2417,A delightful way to teach kids about computers,Linda Liukas,2035534,09-10-2015,01-02-2016,TEDxCERN,78,663,"algorithm, computers, creativity, education, Internet, future, product design, programming, code, software, technology, storytelling, web, design, parenting, TEDx"
2418,Our campaign to ban plastic bags in Bali,Melati and Isabel Wijsen,1604449,29-09-2015,29-01-2016,TEDGlobal>London,127,660,"activism, environment, big problems, education, materials, consumerism, future, pollution, plastic, oceans, sustainability, global development, youth"
2419,A robot that runs and swims like a salamander,Auke Ijspeert,2022214,08-12-2015,28-01-2016,TEDGlobal>Geneva,25,850,"animals, biomechanics, biotech, design, engineering, future, invention, innovation, biology, nature, robots, physics, technology, neuroscience"
2420,A simple way to break a bad habit,Judson Brewer,15014256,18-11-2015,03-02-2016,TEDMED 2015,204,564,"TEDMED, brain, choice, cognitive science, curiosity, health, decision-making, mental health, meditation, mindfulness, motivation, neuroscience, nature, mind, obesity, personal growth, science, addiction"
2423,Economic growth has stalled. Let's fix it,Dambisa Moyo,1596382,08-12-2015,08-02-2016,TEDGlobal>Geneva,183,844,"business, capitalism, china, democracy, economics, future, finance, global issues, government, money, society, policy, United States, global development, markets"
2424,The boiling river of the Amazon,Andrés Ruzo,2162219,06-10-2014,02-02-2016,TEDGlobal 2014,65,949,"adventure, beauty, bioethics, chemistry, environment, exploration, South America, geology, motivation, nature, science, ecology, rivers, indigenous peoples"
2425,How we'll fight the next deadly virus,Pardis Sabeti,1511033,27-05-2015,04-02-2016,TEDWomen 2015,39,577,"Africa, big problems, future, disease, ebola, genetics, global issues, humanity, health, illness, innovation, medicine, medical research, pandemic, public health, science"
2426,Special Olympics let me be myself -- a champion,Matthew Williams,1161587,14-11-2015,05-02-2016,TEDxVancouver,46,852,"bullying, community, disability, health, sports, identity, inequality, motivation, personal growth, play, potential, self, TEDx, social change"
2427,The case for fish farming,Mike Velings,1289775,10-10-2015,11-02-2016,Mission Blue II,119,918,"biodiversity, big problems, consumerism, business, environment, fish, food, global issues, mission blue, innovation, oceans, sustainability, ecology"
2428,The problem with race-based medicine,Dorothy Roberts,1246174,18-11-2015,12-02-2016,TEDMED 2015,127,876,"big problems, activism, disease, inequality, health, health care, illness, medicine, medical research, public health, race, social change, law, Slavery, sociology, society"
2429,The brain may be able to repair itself -- with help,Jocelyne Bloch,3159828,08-12-2015,15-02-2016,TEDGlobal>Geneva,132,694,"brain, health, mind, neuroscience, science, Surgery, medical research, medicine"
2430,How I'm discovering the secrets of ancient texts,Gregory Heyworth,834263,31-10-2015,10-02-2016,TEDxUM,38,727,"books, ancient world, computers, culture, creativity, library, technology, history, science, literature, TEDx, society, archaeology"
2431,How to make a profit while making a difference,Audrey Choi,1885400,03-11-2015,24-02-2016,TED@State Street Boston,23,754,"business, social change, finance, sustainability"
2433,Why we need gender-neutral bathrooms,Ivan Coyote,1695409,14-11-2015,26-02-2016,TEDxVancouver,204,710,"design, gender, Gender spectrum, future, LGBT, social change, identity, TEDx, storytelling, Transgender"
2434,Dive into an ocean photographer's world,Thomas Peschak,1112151,10-10-2015,29-02-2016,Mission Blue II,42,610,"adventure, biodiversity, beauty, animals, curiosity, conservation, environment, fish, exploration, global issues, future, nature, mission blue, photography, sustainability, water, oceans, science and art, ecology, marine biology"
2435,10 ways to have a better conversation,Celeste Headlee,17609946,01-05-2015,16-02-2016,TEDxCreativeCoast,408,704,"communication, interview, personal growth, TEDx, language"
2436,What really happens when you mix medications?,Russ Altman,1775012,18-11-2015,02-03-2016,TEDMED 2015,73,881,"big problems, curiosity, data, depression, health, health care, illness, innovation, complexity, Internet, medicine, potential, science, medical research, TEDMED, pharmaceuticals"
2437,How yarn bombing grew into a worldwide movement,Magda Sayeg,1433610,14-11-2015,01-03-2016,TEDYouth 2015,31,330,"TEDYouth, beauty, entertainment, materials, street art, creativity, community, public spaces"
2438,My year of saying yes to everything,Shonda Rhimes,4779096,15-02-2016,17-02-2016,TED2016,186,1124,"children, culture, creativity, decision-making, family, motivation, identity, parenting, personal growth, work, writing, television, work-life balance"
2439,What the discovery of gravitational waves means,Allan Adams,2720999,15-02-2016,18-02-2016,TED2016,187,658,"astronomy, cosmos, curiosity, exploration, nature, physics, science, technology, universe, space"
2440,Meet the dazzling flying machines of the future,Raffaello D'Andrea,8230642,15-02-2016,19-02-2016,TED2016,73,695,"beauty, creativity, demo, drones, design, future, invention, technology, flight"
2441,The case for optimism on climate change,Al Gore,2090031,17-02-2016,22-02-2016,TED2016,624,1520,"climate change, weather, science, alternative energy, energy, electricity"
2442,What it's like to be Muslim in America,Dalia Mogahed,6375316,15-02-2016,23-02-2016,TED2016,454,976,"faith, culture, Islam, United States"
2443,Uber's plan to get more people into fewer cars,Travis Kalanick,1864019,15-02-2016,04-03-2016,TED2016,177,1158,"business, Brand, cars, cities, economics, entrepreneur, environment, future, green, innovation, Internet, investment, mobility, invention, technology, software, transportation, pollution, society, potential, web, sustainability, driverless cars"
2445,Why your doctor should care about social justice,Mary Bassett,1209081,18-11-2015,25-02-2016,TEDMED 2015,64,829,"Africa, big problems, AIDS, disease, government, global issues, health, health care, inequality, illness, medical research, medicine, race, public health, social change, TEDMED, virus, United States"
2447,How Airbnb designs for trust,Joe Gebbia,2566875,16-02-2016,14-03-2016,TED2016,89,951,"community, entrepreneur, business, collaboration, social change, behavioral economics, economics, culture, future, innovation, potential, product design, privacy, design, urban planning, technology, trust"
2448,"Teach girls bravery, not perfection",Reshma Saujani,5085356,17-02-2016,07-03-2016,TED2016,189,759,"children, computers, future, education, inequality, innovation, personal growth, motivation, potential, programming, social change, teaching, software, women, code"
2449,Our refugee system is failing. Here's how we can fix it,Alexander Betts,967488,15-02-2016,03-03-2016,TED2016,149,1089,"big problems, disaster relief, economics, Europe, fear, failure, future, global issues, government, Middle East, policy, potential, security, social change, refugees, Syria"
2451,The gospel of doubt,Casey Gerald,2137588,19-02-2016,11-03-2016,TED2016,156,1099,"big problems, business, capitalism, education, community, faith, God, inequality, society, social change"
2452,This country isn't just carbon neutral -- it's carbon negative,Tshering Tobgay,4190895,19-02-2016,11-03-2016,TED2016,122,1134,"alternative energy, beauty, big problems, Buddhism, climate change, democracy, economics, environment, future, goal-setting, global issues, government, green, humanity, happiness, innovation, nature, pollution, sustainability, world cultures, trees, global development, ecology"
2453,A prosecutor's vision for a better justice system,Adam Foss,2326177,18-02-2016,21-03-2016,TED2016,154,957,"big problems, choice, compassion, decision-making, education, government, inequality, criminal justice, law, race, policy, social change, society, justice system"
2454,Simple hacks for life with Parkinson's,Mileha Soneji,1040587,27-02-2015,10-03-2016,TEDxDelft,58,417,"creativity, empathy, curiosity, design, family, illusion, invention, india, mobility, product design, innovation, motivation, TEDx, simplicity"
2455,You have no idea where camels really come from,Latif Nasser,3151817,05-11-2015,23-03-2016,TED Talks Live,110,747,"animals, biology, environment, ancient world, curiosity, evolution, history, life, paleontology, nature, science, ecology"
2456,A conservative's plea: Let's work together,Arthur Brooks,1290904,15-02-2016,17-03-2016,TED2016,177,854,"collaboration, big problems, business, capitalism, Debate, community, democracy, economics, global issues, government, identity, policy, philosophy, social change, politics, society, psychology"
2457,The reporting system that sexual assault survivors want,Jessica Ladd,1487552,15-02-2016,16-03-2016,TED2016,240,359,"activism, crime, big problems, design, innovation, interface design, product design, TED Fellows, violence, social change, women, software, sexual violence"
2458,Inside the mind of a master procrastinator,Tim Urban,37976820,16-02-2016,15-03-2016,TED2016,559,843,"brain, comedy, decision-making, entertainment, goal-setting, humor, Internet, mind, productivity, online video, time, visualizations, work, writing, choice"
2459,A glimpse of the future through an augmented reality headset,Meron Gribetz,1772362,17-02-2016,18-03-2016,TED2016,49,654,"brain, computers, creativity, demo, design, engineering, innovation, entrepreneur, neuroscience, interface design, prediction, product design, potential, Senses, visualizations, technology, augmented reality, invention"
2460,The unexpected benefit of celebrating failure,Astro Teller,2703532,15-02-2016,14-04-2016,TED2016,55,932,"big problems, collaboration, engineering, design, exploration, failure, global issues, future, invention, leadership, potential, motivation, product design, technology, creativity"
2461,A futuristic vision of the age of holograms,Alex Kipman,3622398,18-02-2016,25-03-2016,TED2016,132,1145,"communication, computers, engineering, creativity, design, exploration, innovation, interface design, microsoft, invention, potential, NASA, product design, prediction, visualizations, technology, future"
2462,How young Africans found a voice on Twitter,Siyanda Mohutsiwa,1078544,18-02-2016,24-03-2016,TED2016,37,862,"Africa, democracy, community, Internet, future, identity, politics, potential, government, global development, global issues"
2463,The beauty of human skin in every color,Angélica Dass,2499001,18-02-2016,28-03-2016,TED2016,119,687,"beauty, Brazil, art, community, culture, creativity, design, global issues, identity, humanity, race, Slavery, social change, society, visualizations, photography, diversity"
2464,The mind behind Linux,Linus Torvalds,5031291,17-02-2016,08-04-2016,TED2016,162,1290,"code, data, computers, communication, engineering, Internet, invention, interview, programming, technology, web"
2465,How a start-up in the White House is changing business as usual,Haley Van Dyck,1058225,16-02-2016,04-04-2016,TED2016,37,915,"big problems, health care, future, government, Internet, innovation, potential, technology, society, programming, code"
2466,The magic ingredient that brings Pixar movies to life,Danielle Feinberg,3068883,05-11-2015,06-04-2016,TED Talks Live,107,724,"art, beauty, computers, code, design, entertainment, magic, film, programming, science, visualizations, technology, movies"
2467,A new superweapon in the fight against cancer,Paula Hammond,1609300,05-11-2015,13-04-2016,TED Talks Live,70,642,"biotech, cancer, big problems, biomechanics, disease, genetics, engineering, health, invention, medicine, medical research, microbiology, nanoscale, technology, science"
2468,The most mysterious star in the universe,Tabetha Boyajian,7351502,16-02-2016,07-04-2016,TED2016,190,826,"exploration, extraterrestrial life, NASA, nature, Planets, astronomy, science, universe, technology, telescopes"
2469,How to get back to work after a career break,Carol F Cohen,3347975,14-11-2015,22-03-2016,TEDxBeaconStreet,62,721,"business, economics, culture, personal growth, success, TEDx, work, work-life balance"
2470,Two reasons companies fail -- and how to avoid them,Knut Haanaes,2100150,30-06-2015,31-03-2016,TED@BCG London,25,638,"business, creativity, curiosity, goal-setting, motivation, innovation, potential, success, work, leadership"
