talk_id,title,speaker_1,views,recorded_date,published_date,event,comments,duration,Topics
2471,How humans could evolve to survive in space,Lisa Nip,1735705,14-11-2015,30-03-2016,TEDxBeaconStreet,108,771,"TEDx, bacteria, biology, environment, engineering, exploration, evolution, future, innovation, microbiology, intelligence, nature, Planets, potential, science, astrobiology"
2472,Why gun violence can't be our new normal,Dan Gross,1295037,17-02-2016,29-03-2016,TED2016,358,818,"activism, big problems, children, choice, community, Debate, future, government, goal-setting, parenting, law, social change, marketing, policy, guns, violence"
2473,We can reprogram life. How to do it wisely,Juan Enriquez,2117834,06-11-2015,20-04-2016,TED Talks Live,81,889,"biology, brain, conservation, biodiversity, DNA, evolution, environment, future, genetics, history, global issues, humanity, life, nature, potential, sustainability, science"
2474,The surprising habits of original thinkers,Adam Grant,15655209,16-02-2016,01-04-2016,TED2016,255,925,"business, creativity, curiosity, exploration, decision-making, failure, innovation, invention, leadership, personal growth, motivation, potential, success, work"
2475,How megacities are changing the map of the world,Parag Khanna,1174408,17-02-2016,05-04-2016,TED2016,81,1234,"big problems, communication, collaboration, community, economics, engineering, environment, future, government, global issues, green, history, humanity, inequality, Internet, innovation, investment, map, mobility, policy, pollution, politics, potential, society, social change, transportation, urban planning, visualizations, war, world cultures, infrastructure, global development, cities"
2476,Your kids might live on Mars. Here's how they'll survive,Stephen Petranek,5961370,16-03-2015,12-04-2016,TED2015,217,1034,"architecture, engineering, environment, climate change, exploration, future, humanity, global issues, industrial design, invention, NASA, life, population, potential, rocket science, prediction, science, technology, transportation, TED Books, space, Mars, solar system"
2477,What does it mean to be a citizen of the world?,Hugh Evans,1735984,17-02-2016,11-04-2016,TED2016,154,1016,"activism, big problems, communication, collaboration, community, future, global issues, government, identity, humanity, inequality, policy, politics, climate change, social change, social media"
2478,The Panama Papers exposed a huge global problem. What's next?,Robert Palmer,1101100,05-04-2016,08-04-2016,Global Witness,68,469,"activism, business, economics, global issues, corruption, government, identity, big problems, inequality, investment, law, news, poverty, money"
2479,The nit-picking glory of The New Yorker's Comma Queen,Mary Norris,1191400,17-02-2016,15-04-2016,TED2016,36,589,"communication, storytelling, journalism, composing, language, writing, grammar"
2480,The inside story of the Paris climate agreement,Christiana Figueres,1232627,17-02-2016,18-04-2016,TED2016,121,891,"alternative energy, climate change, big problems, collaboration, environment, future, ebola, goal-setting, global issues, government, green, history, humanity, law, innovation, leadership, motivation, nature, pollution, potential, population, security, social change, society, technology, solar energy, global development"
2481,"""Space Oddity""",Amanda Palmer,773659,19-02-2016,04-11-2016,TED2016,10,369,"live music, music, performance, singer, vocals, guitar, TED Fellows, entertainment"
2482,Wisdom from great writers on every year of life,Joshua Prager,1814928,19-03-2015,19-04-2016,TEDActive 2015,42,361,"aging, humanity, journalism, books, identity, life, language, meditation, storytelling, writing"
2483,A taboo-free way to talk about periods,Aditi Gupta,1696486,29-05-2015,21-04-2016,TEDxGatewayWomen,48,670,"activism, children, communication, books, education, health, family, parenting, visualizations, women"
2484,Hunting for dinosaurs showed me our place in the universe,Kenneth Lacovara,2173387,16-02-2016,22-04-2016,TED2016,56,949,"adventure, ancient world, animals, environment, dinosaurs, geology, exploration, humanity, history, nature, paleontology, science, universe, asteroid, TED Books"
2485,TED's secret to great public speaking,Chris Anderson,5675712,24-03-2016,19-04-2016,TED Studio,92,475,"communication, speech, language, mind, brain"
2486,A smart loan for people with no credit history (yet),Shivani Siroya,1679587,15-02-2016,25-04-2016,TED2016,82,491,"business, community, finance, economics, identity, innovation, microfinance, invention, money, potential, technology, society, mobility, TED Fellows"
2487,Insightful human portraits made from data,R. Luke DuBois,1341904,15-02-2016,26-04-2016,TED2016,32,763,"algorithm, art, composing, computers, creativity, culture, identity, data, illusion, Internet, media, map, performance art, society, time, software, visualizations"
2488,Why I put myself in danger to tell the stories of Gaza,Ameera Harouda,1107485,18-02-2016,27-04-2016,TED2016,169,518,"choice, communication, journalism, fear, media, poverty, film, security, violence, war, women"
2489,A provocative way to finance the fight against climate change,Michael Metcalfe,1268292,03-11-2015,28-04-2016,TED@State Street Boston,44,772,"big problems, business, climate change, economics, environment, finance, future, global issues, government, money, policy, pollution, sustainability"
2490,How to read the genome and build a human being,Riccardo Sabatini,1856006,15-02-2016,29-04-2016,TED2016,88,928,"biology, choice, complexity, biotech, DNA, genetics, disease, future, humanity, health, medical research, identity, medicine, nature, potential, science, technology, machine learning"
2491,Adventures of an asteroid hunter,Carrie Nugent,1394457,15-02-2016,14-03-2017,TED2016,43,366,"astronomy, asteroid, adventure, discovery, exploration, collaboration, global issues, NASA, nature, physics, science, technology, solar system, TED Fellows, universe, space, TED Books"
2492,How my son's short life made a lasting difference,Sarah Gray,1547857,18-11-2015,02-05-2016,TEDMED 2015,28,617,"children, death, decision-making, choice, family, life, medical research, medicine, parenting, science, TEDMED"
2493,"Pirates, nurses and other rebel designers",Alice Rawsthorn,1029307,18-02-2016,03-05-2016,TED2016,17,704,"communication, innovation, design, future, journalism, product design, public health, history, sanitation, graphic design"
2494,Gene editing can now change an entire species -- forever,Jennifer Kahn,1941334,17-02-2016,09-05-2016,TED2016,107,745,"bioethics, choice, Debate, DNA, disease, engineering, future, genetics, health, humanity, innovation, journalism, life, morality, potential, public health, science, society, technology, biotech, CRISPR"
2495,This is your brain on communication,Uri Hasson,2736387,18-02-2016,10-05-2016,TED2016,70,891,"brain, cognitive science, collaboration, language, communication, neuroscience, mind, science, speech"
2496,An artist's unflinching look at racial violence,Sanford Biggers,1164833,15-02-2016,11-05-2016,TED2016,50,259,"activism, art, Africa, creativity, Buddhism, culture, beauty, global issues, identity, motivation, inequality, race, social change, Slavery, TED Fellows, society, visualizations"
2497,The dream we haven't dared to dream,Dan Pallotta,2029099,15-02-2016,04-05-2016,TED2016,69,716,"activism, communication, community, big problems, collaboration, empathy, identity, personal growth, potential, self, social change, society, technology"
2498,This tiny particle could roam your body to find tumors,Sangeeta Bhatia,913525,06-11-2015,12-05-2016,TED Talks Live,35,643,"medical research, big problems, biotech, cancer, disease, future, health, health care, illness, life, innovation, medicine, potential, technology, science"
2499,A sci-fi vision of love from a 318-year-old hologram,Monica Byrne,992733,18-02-2016,05-05-2016,TED2016,123,758,"adventure, aging, beauty, communication, death, entertainment, exploration, humanity, future, literature, identity, relationships, performance, space, storytelling, universe, visualizations, science fiction"
2500,This virtual lab will revolutionize science class,Michael Bodekaer,1382257,09-10-2015,06-05-2016,TEDxCERN,79,686,"collaboration, demo, entrepreneur, future, interface design, innovation, invention, potential, product design, technology, science, visualizations, TEDx, virtual reality, education"
2501,Can you really tell if a kid is lying?,Kang Lee,8809964,18-02-2016,13-05-2016,TED2016,131,816,"body language, communication, decision-making, intelligence, teaching, motivation, parenting, children, psychology, emotions"
2502,This scientist makes ears out of apples,Andrew Pelling,1297734,15-02-2016,15-06-2016,TED2016,26,425,"biotech, design, exploration, collaboration, creativity, hack, future, innovation, invention, play, materials, potential, science, TED Fellows, technology"
2504,Good news in the fight against pancreatic cancer,Laura Indolfi,1399134,15-02-2016,17-05-2016,TED2016,42,363,"cancer, big problems, design, disease, entrepreneur, health, future, health care, illness, innovation, invention, medicine, medical research, potential, product design, science, TED Fellows"
2505,Our lonely society makes it hard to come home from war,Sebastian Junger,1197798,04-11-2015,18-05-2016,TED Talks Live,75,808,"culture, depression, film, humanity, journalism, life, mental health, military, pain, social change, violence, war, death, PTSD"
2506,The laws that sex workers really want,Juno Mac,2662829,30-01-2016,19-05-2016,TEDxEastEnd,222,1070,"activism, community, empathy, feminism, global issues, government, inequality, identity, law, policy, social change, sex, society, TEDx, women, trafficking, sexual violence"
2507,How free is our freedom of the press?,Trevor Timm,1454261,15-02-2016,20-05-2016,TED2016,54,313,"TED Fellows, crime, government, Internet, corruption, surveillance, encryption"
2508,The beauty of being a misfit,Lidia Yuknavitch,3377970,18-02-2016,23-05-2016,TED2016,467,778,"failure, creativity, books, beauty, identity, humanity, personal growth, self, writing, TED Books"
2510,Your words may predict your future mental health,Mariano Sigman,3169133,18-02-2016,24-05-2016,TED2016,81,734,"cognitive science, communication, future, identity, health, language, mental health, mind, science, neuroscience, speech, self, writing, brain"
2511,Drawings that show the beauty and fragility of Earth,Zaria Forman,1500969,06-11-2015,25-05-2016,TED Talks Live,47,434,"adventure, exploration, big problems, beauty, climate change, meditation, glacier, nature, oceans, visualizations, sustainability, water, art, Antarctica"
2512,How barbershops can keep men healthy,Joseph Ravenell,1182367,16-02-2016,26-05-2016,TED2016,33,788,"medicine, medical research, community, race, health, health care, heart health, activism, potential, men, public health, trust"
2513,My journey from Marine to actor,Adam Driver,10690432,03-11-2015,27-05-2016,TED Talks Live,54,1082,"collaboration, communication, entertainment, film, language, performance art, military, performance, theater, war"
2514,"A smarter, more precise way to think about public health",Sue Desmond-Hellmann,1031779,19-02-2016,31-05-2016,TED2016,39,858,"Africa, communication, disease, future, big problems, health, global issues, HIV, health care, inequality, illness, innovation, medical research, medicine, parenting, public health"
